adsh,name,sic,countryba,cityba,fye,form,period,fy,fp,custom,abstract,datatype,qtrs,uom,iprx,value,instance,Ticker,Name,S&P Rating,Mkt cap,sales 1,country,industry,foreign scr,sales 2,ebitda,fcf,net income,ltm sales gr,ltm ebitda gr,ltm ni gr,sales gr,sales 3yr avg growth,ebitda gr,ni growth,ni 5yr gr,tang assets,tang eq,ebitda/int,debt/t. bv,cfo,cash,debt,cash int,interest,ebit,ret on cap,capex,cfo/debt,debt/ebitda,cfo/interest,ebitda/int.1,ebit/int,ebit/sales,debt/t asts,cfo/capex
0001370946-17-000030,OWENS CORNING,3290.0,US,TOLEDO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,111240955.0,oc-20170930.xml,OC US,OWENS CORNING,BBB,7172467200.0,6597000064.0,US,Bldg&Construct Prod-Misc,29.589599,6384,1108,679,289,11.36056718,-1.08892922,-35.92677346,12.45376079,6.758978979,6.333973129,21.05667136,40.75190951,5765,1337,10.45283019,14.26893939,1016,246,3533000000,,,737,6.496775941,-337,0.287574299,3.188628159,#VALUE!,10.45283019,#VALUE!,0.115444862,0.61283608,3.014836795
0000842162-17-000026,LEAR CORP,3714.0,US,SOUTHFIELD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,67560732.0,lea-20170930.xml,LEA US,LEAR CORP,BBB-,13389028352.0,21202200064.0,US,Auto/Trk Prts&Equip-Orig,80.67572189,20467,2036,1188.6,1313.4,12.22132831,13.48568965,31.84503632,10.289046,4.973623123,12.77279273,12.16289368,-2.462479723,10100.5,2600.6,21.65957447,0.668552152,1783.1,1500.4,1971875000,20.80630105,85.7,1608.3,24.83866455,-594.5,0.904266244,0.96850442,20.80630105,21.65957447,18.76662777,0.078580153,0.195225484,2.999327166
0001466258-17-000232,INGERSOLL-RAND PLC,3822.0,IE,CO. DUBLIN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,249867865.0,ir-20170930.xml,IR US,INGERSOLL-RAND PLC,BBB,21944920064.0,14581500160.0,US,Diversified Manufact Op,35.09255085,14197.6,2018.6,1302.2,1302.6,7.0956417,5.664454391,-9.369144285,5.098120498,3.27947884,3.232075279,7.626804887,8.3553594,8494.7,-2471.7,11.84624413,-1.556879585,1523.5,1549.4,5142134000,7.059777572,215.8,1665.3,14.52993749,-221.3,0.296277771,2.547376399,7.059777572,11.84624413,7.71686747,0.117294472,0.605334385,6.884319928
0000702165-17-000089,NORFOLK SOUTHERN CORP,4011.0,US,NORFOLK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,286148766.0,nsc-20170930.xml,NSC US,NORFOLK SOUTHERN CORP,BBB+,42629918720.0,10692999936.0,US,Transport-Rail,,10551,4645,1530,5404,6.47216967,13.84800965,222.2287048,6.705097087,-2.932348028,13.18226121,13.72639337,1.232347245,35711,16359,8.797348485,0.626568401,3253,690,10582237000,5.707017544,550,3586,23.22706329,-1723,0.307401923,2.278199569,5.914545455,8.797348485,6.52,0.339872998,0.296329898,1.887986071
0001016281-17-000104,CARRIAGE SERVICES INC,7200.0,US,HOUSTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,16085750.0,csv-20170930.xml,CSV US,CARRIAGE SERVICES INC,B,416265824.0,263369000.0,US,Funeral Serv&Rel Items,,258.139,64.92,28.835,37.193,4.08772221,-4.863543439,78.62315561,4.00443191,4.53234397,-1.074285714,-17.33899358,7.340287773,615.46,-108.417,5.852866931,-3.545708028,45.23,0.952,,3.493203584,12.948,48.941,9.401756353,-16.395,#VALUE!,#VALUE!,3.493203584,5.852866931,3.779811554,0.189591654,#VALUE!,2.758767917
0001361658-17-000019,WYNDHAM WORLDWIDE CORP,7011.0,US,PARSIPPANY,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,101326244.0,wyn-20170930.xml,WYN US,WYNDHAM WORLDWIDE CORP,BBB-,11241551872.0,5544000000.0,US,Hotels&Motels,13.14026793,5076,925,832,871,1.020408163,-24.30939227,16.28614916,3.045066991,-1.048362732,-21.34353741,-0.796748343,3.582497923,7983,-1537,6.085526316,-2.420338983,987,100,4652062000,6.246835443,156,712,19.84413551,-155,0.212163982,5.029256216,6.326923077,6.085526316,4.564102564,0.140267928,0.582746085,6.367741935
0000701374-17-000176,SIX FLAGS ENTERTAINMENT CORP,7990.0,US,GRAND PRAIRIE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,83785748.0,six-20170930.xml,SIX US,SIX FLAGS ENTERTAINMENT CORP,BB,5327610368.0,1388509984.0,US,Resorts/Theme Parks,,1359.074,577.12,309.848,273.816,6.521100385,48.52147407,149.8110299,3.007129009,4.963881719,35.2677839,97.25263079,-5.733194453,1474.841,-992.516,6.008850018,-1.296127472,445.067,77.496,2238750000,4.461108995,99.766,465.449,20.79658348,-135.219,0.198801563,3.879175908,4.461108995,6.008850018,4.665407053,0.342475097,1.517960241,3.291453124
0000931148-17-000021,GRAFTECH INTERNATIONAL LTD,3620.0,US,INDEPENDENCE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,100.0,gti-20170930.xml,EAF US,GRAFTECH INTERNATIONAL LTD,B+,5690914304.0,897930992.0,US,Machinery-Therml Process,82.98349404,550.771,101.936,1.909,7.983,25.757427,,,25.757427,-14.32165706,,,,919.1,333.212,4.032757052,1.018492731,36.573,13.365,1481250000,1.186549006,30.823,35.493,3.061893972,-34.664,0.024690633,14.53117642,1.186549006,4.032757052,1.151510236,0.064442391,1.611630943,1.055071544
0001176334-17-000113,MARTIN MIDSTREAM PARTNERS LP,5171.0,US,KILGORE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,38446612.0,a201793010-qdocument_htm.xml,MMLP US,MARTIN MIDSTREAM PARTNERS LP,B,583830912.0,976994992.0,US,Transport-Marine,0,946.116,145.01,26.174,17.135,14.25358813,-16.89374761,-44.16970772,14.34932215,-14.23730826,-12.00315553,-39.1186936,,1236.202,280.945,,2.903132644,67.506,0.027,801800000,1.366075765,48.686,59.815,5.374035713,-41.332,0.084193066,5.529273843,1.386558764,,1.228587274,0.063221635,0.648599501,1.633262363
0000084246-17-000039,RLI CORP,6331.0,US,PEORIA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,44059831.0,rli-20170930.xml,RLI US,RLI CORP,BBB+,2949470720.0,786201008.0,US,Property/Casualty Ins,0,797.224,,188.287,105.028,-3.124006536,,-5.746214503,-2.340235788,0.967140136,,-24.93479508,-4.398412424,2887.942,794.296,,0.191450125,197.525,24.271,,,7.426,,10.06336127,-9.238,#VALUE!,#VALUE!,26.59911123,,#VALUE!,#VALUE!,#VALUE!,21.3817926
0000803649-17-000026,EQUITY COMMONWEALTH,6798.0,US,CHICAGO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,124089443.0,eqc-20170930.xml,EQC US,EQUITY COMMONWEALTH,BBB-,3712942848.0,299608000.0,US,REITS-Office Property,0,340.571,114.133,35.183,29.656,-35.30326325,-44.18231424,-8.019267163,-31.9783095,-26.3315689,-29.60445566,69.0941727,31.34784078,4213.098,3276.648,2.009525319,0.207260456,99.996,2351.693,,1.916256252,52.183,40.964,0.395966209,-64.813,#VALUE!,#VALUE!,1.916256252,2.009525319,0.785006611,0.120280353,#VALUE!,1.542838628
0001564590-17-020034,EAGLE MATERIALS INC,3241.0,US,DALLAS,331.0,10-Q,20170930,2017,Q2,0,0,shares,0,shares,,48625085.0,exp-20170930.xml,EXP US,EAGLE MATERIALS INC,BBB,5244555264.0,1386520000.0,US,Bldg Prod-Cement/Aggreg,0,1386.52,366.555,274.66,256.632,14.47301068,3.036740504,29.46892074,14.47301068,9.209440193,,42.49316338,34.63362044,2128.661,1178.348,19.29236842,0.526942805,331.598,9.315,,14.62652728,22.671,256.181,12.40125716,-56.938,#VALUE!,#VALUE!,14.62652728,19.29236842,11.29994266,0.184765456,#VALUE!,5.823843479
0001096343-17-000152,MARKEL CORP,6331.0,US,GLEN ALLEN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,13891901.0,mkl-20170930.xml,MKL US,MARKEL CORP,BBB,15701679104.0,6225378944.0,US,Property/Casualty Ins,,6061.659,,783.877,395.269,10.23062029,,-28.50422248,8.011955041,5.707515658,,-94.36749844,-35.78923404,29671.871,6534.705,,0.490256617,858.529,2198.459,2914657000,,132.451,,17.2712752,-74.652,0.294555757,#VALUE!,6.481861217,,#VALUE!,#VALUE!,0.098229633,11.50041526
0001601712-17-000148,SYNCHRONY FINANCIAL,6199.0,US,STAMFORD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,782591569.0,syf-20170930.xml,SYF US,SYNCHRONY FINANCIAL,BBB-,26107031552.0,17008000256.0,US,Finance-Consumer Loans,,16695,4969,8916,1935,9.615880382,4.296477296,-4.243542435,10.40206322,9.482180764,-1.350009927,-6.930253221,-0.227555218,94068,12494,3.680740741,1.669845054,8916,11602,7600000000,,,4715,18.49095118,0,1.173157895,1.529482793,#VALUE!,3.680740741,#VALUE!,0.282419886,0.080792618,#DIV/0!
0001628280-17-010113,HUBBELL INC,3670.0,US,SHELTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,54706039.0,hubb-20170930.xml,HUBB US,HUBBELL INC,BBB+,5797982208.0,3807699968.0,US,Power Conv/Supply Equip,10.57293938,3668.8,603.5,299.3,243.1,8.090385216,6.476190476,-19.09121736,4.667351364,2.992055447,5.858621295,2.412456348,1.317146145,2171.2,98.5,12.59916493,-2.106824625,379,375,2100400000,8.440979955,44.9,503.7,9.569455235,-79.7,0.180441821,3.48036454,8.440979955,12.59916493,11.21826281,0.137292848,0.967391304,4.755332497
0001564590-17-019953,NIELSEN HOLDINGS PLC,7389.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,356168000.0,nlsnnv-20170930.xml,NLSN US,NIELSEN HOLDINGS PLC,BB+,11132044288.0,6655999872.0,US,Commercial Services,43.24406573,6572,1865,1191,429,4.851921865,8.18443804,-9.090909091,4.168647963,1.514522043,6.815578465,3.470058115,10.41423495,3294,-9129,5.298295455,-0.924903723,1310,656,1000000,3.502673797,374,1225,4.625690663,-119,1310,0.000536193,3.502673797,5.298295455,3.27540107,0.186396835,0.000303582,11.00840336
0000020286-17-000069,CINCINNATI FINANCIAL CORP,6331.0,US,FAIRFIELD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,164071775.0,cinf-20170930.xml,CINF US,CINCINNATI FINANCIAL CORP,BBB+,11614969856.0,5433000064.0,US,Multi-line Insurance,0,5732,,1036,1045,-3.120542083,,34.60264901,5.193613507,5.049291689,,-32.19076006,0.265843363,21843,8243,,0.10734961,1052,657,817232000,,53,,5.750393146,-16,1.287272158,#VALUE!,19.8490566,,#VALUE!,#VALUE!,0.037413908,65.75
0000936468-17-000014,LOCKHEED MARTIN CORP,3760.0,US,BETHESDA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,286734181.0,lmt-20170924.xml,LMT US,LOCKHEED MARTIN CORP,BBB+,91178131456.0,51626000384.0,US,Aerospace/Defense,29.46442564,51048,7116,5299,2002,7.348415537,9.847077319,-53.86096669,8.042668473,8.69259453,5.204021289,2.229127263,6.725525755,31917,-15213,11.66557377,-0.966367713,6476,2861,15448764000,9.947772657,651,5921,22.7894456,-1177,0.419192111,2.170989882,9.947772657,11.66557377,9.095238095,0.115988873,0.484029326,5.502124044
0000753308-17-000142,NEXTERA ENERGY INC,4911.0,US,JUNO BEACH,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,470397581.0,nee-20170930.xml,NEE US,NEXTERA ENERGY INC,A-,74095673344.0,17084999680.0,US,Electric-Integrated,0,17195,7955,-4364,5378,4.860983244,-25.39058232,114.0291515,6.437635407,0.519250357,-0.375704446,12.00440529,11.46709795,95763,27434,6.71875,0.984498257,6413,1714,9060355000,3.893746205,1558,5326,,-10777,0.70780891,1.138950974,4.116174583,6.71875,3.418485237,0.309741204,0.094612272,0.595063561
0000026780-17-000016,DANA INC,3714.0,US,MAUMEE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,144870955.0,dan-20170930.xml,DAN US,DANA INC,BB,3500151808.0,7646000000.0,US,Auto/Trk Prts&Equip-Orig,55.48619781,7209,723,161,111,25.79795986,43.93382353,-78.50746269,23.73841401,3.819771971,40.6614786,30.03158545,2.060698557,5343,860,6.951923077,2.236907731,554,603,1823275000,5.431372549,102,490,5.409458561,-393,0.303848843,2.521818811,5.431372549,6.951923077,4.803921569,0.067970592,0.341245555,1.409669211
0001564590-17-020171,MICROSOFT CORP,7372.0,US,REDMOND,630.0,10-Q,20170930,2018,Q1,0,0,shares,0,shares,,7714590195.0,msft-20170930.xml,MSFT US,MICROSOFT CORP,AAA,746423000000.0,105880000000.0,US,Applications Software,49.69649805,96571,37803,31378,25489,12.11351122,18.95807645,-30.37929969,5.942690392,3.706781173,15.60550459,20.05225343,2.445049946,205084,42483,23.626875,2.19739128,39507,7663,77161822250,17.77992799,2222,29025,9.827449237,-8129,0.512001905,2.041156052,17.77992799,23.626875,13.06255626,0.300556068,0.376244964,4.860007381
0000908255-17-000060,BORGWARNER INC,3714.0,US,AUBURN HILLS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,210838499.0,bwa-20170930.xml,BWA US,BORGWARNER INC,BBB+,10887475200.0,10176600064.0,US,Auto/Trk Prts&Equip-Orig,76.73303195,9799.3,1484.9,620.3,439.9,10.50231285,137.4671815,231.3370474,8.028883254,5.898070149,140.5475458,14.67324487,7.368803683,7413.1,1451.4,16.14021739,0.395769159,1180.3,545.3,2271725000,13.08536585,70.5,1077.1,6.164402922,-560,0.519561126,1.529884167,16.74184397,16.14021739,15.27801418,0.109916014,0.30644737,2.107678571
0000033213-17-000012,EQT CORP,1311.0,US,PITTSBURGH,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,173343000.0,eqt-20170930.xml,EQT US,EQT CORP,BBB,14217090048.0,3540223936.0,US,Oil Comp-Explor&Prodtn,,2945.134,2021.48,-1120.461,1508.529,51.62370577,-85.49664911,18.04654699,37.96916752,9.008429808,211.178843,,,26787.518,15679.527,10.67470732,0.828355365,1637.698,147.315,5910200000,7.334990505,202.772,932.981,1.779592756,-2758.159,0.277096883,2.923699468,8.07654903,10.67470732,4.601133293,0.316787284,0.22063261,0.593764899
0001025996-17-000194,KILROY REALTY CORP,6798.0,US,LOS ANGELES,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,98382256.0,krc-20170930.xml,KRC US,KILROY REALTY CORP,BBB,7163901952.0,722514992.0,US,REITS-Office Property,,719.001,452.394,-158.682,164.612,6.812342372,6.55702945,9.364399856,11.89423131,11.2845191,10.05439542,0.063502416,,6802.838,3960.316,,,347.012,57.649,2566975000,3.082441351,66.04,206.508,3.218933777,-505.694,0.135183241,5.674202134,5.254572986,,3.127013931,0.287215178,0.37733884,0.686209447
0000732712-17-000009,VERIZON COMMUNICATIONS INC,4813.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,4079440836.0,vz-20170930.xml,VZ US,VERIZON COMMUNICATIONS INC,BBB+,197753000000.0,127992000000.0,US,Telephone-Integrated,,126034,44368,8058,30101,3.534131998,6.544745416,154.3083068,0.042863947,-0.222943789,3.212599158,7.662548025,20.79192906,129307,-83149,10.15518425,-1.451365947,25305,2079,1.15536E+11,4.676584735,4733,27414,22.52711103,-17247,0.219021952,2.604047155,5.346503275,10.15518425,5.792098035,0.217512735,0.893504328,1.467211689
0001659166-17-000246,FORTIVE CORP,3823.0,US,EVERETT,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,347558977.0,ftv-20170929.xml,FTV US,FORTIVE CORP,BBB,26762496000.0,6861500032.0,US,Electronic Measur Instr,45.37109375,6656,1529,1040.3,1044.5,9.176107434,10.20859235,24.26966292,6.935719679,1.724194006,7.494375703,13.12130014,4.190442371,4126.1,-2566.3,,-1.743087658,1176.4,962.1,,13.67906977,86,1354.9,16.42420577,-136.1,#VALUE!,#VALUE!,13.67906977,,15.75465116,0.203560697,#VALUE!,8.643644379
0001255474-17-000029,WHITING PETROLEUM CORP,1311.0,US,DENVER,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,362793720.0,wll-20170930.xml,WLL US,WHITING PETROLEUM CORP,BB-,4513626112.0,1607176032.0,US,Oil Comp-Explor&Prodtn,0,1489.717,-449.261,-279.468,-1237.648,17.47744271,,9.457941452,15.93290801,-17.82530306,,83.66246854,,8403.034,3919.142,-2.753651525,,577.109,879.379,3076180000,3.018510382,191.088,-1398.2,-11.95242211,-856.577,0.187605732,-6.84720018,3.020121619,-2.753651525,-7.317047643,-0.938567527,0.36607968,0.673738613
0001558370-17-007569,WASTE MANAGEMENT INC,4953.0,US,HOUSTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,434216159.0,wm-20170930.xml,WM US,WASTE MANAGEMENT INC,A-,35201384448.0,14556000000.0,US,Non-hazardous Waste Disp,4.949948222,14485,4012,1671,1949,4.923232178,11.41141141,67.51227496,6.436916746,1.347186994,11.53739227,13.80503145,8.050897374,15035,-752,10.55789474,-11.31477273,3180,22,9425906805,8.412698413,363,2636,15.3812163,-1509,0.337368071,2.349428416,8.760330579,10.55789474,7.261707989,0.18198136,0.626930948,2.107355865
0000842633-17-000102,TRIMAS CORP,3460.0,US,BLOOMFIELD HILLS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,45721160.0,trs-20170930.xml,TRS US,TRIMAS CORP,BB,1295063680.0,835010000.0,US,Metal Products-Fasteners,,817.74,135.36,83.26,30.96,5.567847074,,,2.987330294,-2.579425757,15639.53488,-0.630365896,-3.250588438,519.59,30.41,14.35418876,5.358018114,120.06,27.58,,8.3375,14.4,88.49,6.935347877,-36.8,#VALUE!,#VALUE!,8.3375,14.35418876,6.145138889,0.108212879,#VALUE!,3.2625
0000318154-17-000027,AMGEN INC,2836.0,US,THOUSAND OAKS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,725910575.0,amgn-20170930.xml,AMGN US,AMGEN INC,A,115005000000.0,22938999808.0,US,Medical-Biomedical/Gene,20.41227187,22849,11928,10513,1979,0.047976274,-0.669919775,-71.88648169,-0.617632987,4.495809806,0.243717959,8.758474468,12.86764578,56584,1871,9.175384615,-4.48184111,11177,3800,36195503875,,,9973,4.202171307,-664,0.308795259,3.034498983,#VALUE!,9.175384615,#VALUE!,0.436474244,0.639677362,16.83283133
0001111335-17-000012,VISTEON CORP,3714.0,US,VAN BUREN TOWNSHIP,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,31098830.0,vc-20170930.xml,VC US,VISTEON CORP,BB,3915916288.0,3150000000.0,US,Auto/Trk Prts&Equip-Orig,76.9047619,3146,350,118,176,-0.59955822,18.79194631,49.57983193,-0.474533376,-19.94944077,25.44802867,11.49785988,11.24288112,2172,629,21.875,1.024128686,217,706,,10.33333333,21,263,18.68617341,-99,#VALUE!,#VALUE!,10.33333333,21.875,12.52380952,0.08359822,#VALUE!,2.191919192
0001564590-17-020120,AUTOLIV INC,3714.0,US,OGDEN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,86953143.0,alv-20170930.xml,ALV US,AUTOLIV INC,A-,12654811136.0,10587300352.0,SE,Auto/Trk Prts&Equip-Orig,,10382.6,1031.1,355.8,427.1,3.273603402,-18.76964173,-29.05849775,3.067423761,4.052937558,-16.21841229,35.1947268,6.58031475,6696.3,2315.8,16.1109375,0.598920481,935.9,959.5,,15.29248366,61.2,605.3,6.261225151,-580.1,#VALUE!,#VALUE!,15.29248366,16.1109375,9.890522876,0.058299463,#VALUE!,1.613342527
0000099780-17-000127,TRINITY INDUSTRIES INC,3743.0,US,DALLAS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,151783625.0,trn-20170930.xml,TRN US,TRINITY INDUSTRIES INC,BBB-,5337121792.0,3616800000.0,US,Diversified Manufact Op,3.044119253,3662.8,844.5,48.9,702.5,-15.4498913,-11.91159282,138.2694938,-20.17086939,-14.92913809,-17.62582911,-54.75138283,-7.655430562,8762.9,4077.7,5.58531746,0.874047561,761.6,778.6,,4.139130435,184,549.1,10.78503583,-712.7,#VALUE!,#VALUE!,4.139130435,5.58531746,2.98423913,0.149912635,#VALUE!,1.068612319
0000757011-17-000064,USG CORP,3270.0,US,CHICAGO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,141474530.0,usg-20170930.xml,USG US,USG CORP,BB+,5796981760.0,3223000000.0,US,Bldg&Construct Prod-Misc,17.9570209,3204,499,214,88,6.124464932,-7.302231237,-85.9437751,6.198210143,-4.003081916,-5.492424242,4.010876954,,3808,1802,6.085365854,0.598888889,382,394,1090600000,5.536231884,69,367,4.598871923,-168,0.350265909,2.185571142,5.536231884,6.085365854,5.31884058,0.11454432,0.286397059,2.273809524
0000007332-17-000034,SOUTHWESTERN ENERGY CO,1311.0,US,SPRING,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,512425656.0,swn-20170930.xml,SWN US,SOUTHWESTERN ENERGY CO,BB,2716912640.0,3269000000.0,US,Oil Comp-Explor&Prodtn,,3174,1206,-171,1046,21.11893294,,,28.50202429,-5.009428722,,,-18.76517579,7521,1979,48.24,,1097,916,3601557000,4.423387097,135,702,12.78942354,-1268,0.304590487,2.986365672,8.125925926,48.24,5.2,0.221172023,0.478866773,0.865141956
0000054381-17-000049,KAMAN CORP,5080.0,US,BLOOMFIELD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,27815173.0,kamn-20170929.xml,KAMN US,KAMAN CORP,BB+,1978648192.0,1833295040.0,US,Aerospace/Defense-Equip,16.61994043,1805.909,156.646,52.254,49.826,2.240565183,3.840850635,4.03301546,-0.136420744,0.210531458,3.840850635,1.150436215,1.558174072,986.617,166.821,8.751173184,2.392690369,79.885,36.904,,,,114.175,,-27.631,#VALUE!,#VALUE!,#VALUE!,8.751173184,#VALUE!,0.063223008,#VALUE!,2.891136767
0001437749-17-017652,SPEEDWAY MOTORSPORTS INC,7948.0,US,CONCORD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,40967616.0,trk-20170930.xml,TRK US,SPEEDWAY MOTORSPORTS INC,BB+,715248576.0,467635992.0,US,Racetracks,0,453.589,122.783,65.935,148.245,-7.476494982,-6.82869822,301.2789464,-11.43538297,-1.921622494,-3.861723368,-4.920456863,-2.252179214,1106.072,574.615,9.612698661,0.397029221,91.603,81.924,228049000,7.019386973,12.769,57.952,14.32004955,-25.668,0.401681218,1.85733367,7.173858564,9.612698661,4.538491659,0.127763239,0.206179164,3.568762662
0001282637-17-000020,NEWMARKET CORP,2860.0,US,RICHMOND,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,11853107.0,neu-20170930.xml,NEU US,NEWMARKET CORP,BBB+,4328206336.0,2244830976.0,US,Chemicals-Specialty,68.33439168,2198.404,392.109,94.082,190.509,7.803185068,-5.398280915,-23.75665622,7.267946391,-1.777325401,-3.796527333,-9.934787205,-2.062376148,1567.817,457.312,19.24366902,1.218953356,242.795,84.166,622000000,11.10884883,21.856,336.769,14.96174422,-148.713,0.390345659,1.586293607,11.10884883,19.24366902,15.4085377,0.153187949,0.396729976,1.632641397
0001101302-17-000039,ENTEGRIS INC,3089.0,US,BILLERICA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,141396733.0,entg-20171025.xml,ENTG US,ENTEGRIS INC,BB,5173479936.0,1392353984.0,US,Semiconductor Equipment,78.67171881,1342.532,344.048,199.776,85.066,13.60377539,35.2451611,-2.93964689,14.23179355,11.77161156,34.69787254,73.46762372,20.3979241,1434.054,450.9,11.32034746,1.418080045,293.373,625.408,658900000,9.0706799,32.343,241.817,6.696644721,-93.597,0.445246623,1.915139748,9.0706799,11.32034746,7.476641004,0.180120101,0.459466659,3.134427385
0000100885-17-000245,UNION PACIFIC CORP,4011.0,US,OMAHA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,787168815.0,unp-20170930.xml,UNP US,UNION PACIFIC CORP,A,108882000000.0,21582999552.0,US,Transport-Rail,,21240,10166,3992,10712,6.614305473,9.608654152,153.1206657,6.51421694,-3.71161827,9.194414608,9.692226563,3.122356421,57806,24856,15.26426426,,7230,1275,15258004000,10.05563282,719,8061,25.42760499,-3238,0.473849659,1.500885697,10.05563282,15.26426426,11.21140473,0.379519774,0.263951908,2.23285979
0001104659-17-064025,REALTY INCOME CORP,6798.0,US,SAN DIEGO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,281785414.0,o-20170930.xml,O US,REALTY INCOME CORP,BBB+,14759696384.0,1236039008.0,US,REITS-Single Tenant,0,1215.768,1073.091,-552.667,318.798,8.990363122,9.609348402,-6.31571703,10.20656797,9.21033357,10.89351095,10.66140625,25.78632156,12848.266,6180.808,4.463772879,1.100730872,875.85,6.898,7110000000,3.533448446,247.413,574.303,4.275916647,-1428.517,0.123185654,6.625719534,3.540032254,4.463772879,2.32123211,0.472378776,0.553382067,0.61311836
0001104659-17-063902,CMS ENERGY CORP,4931.0,US,JACKSON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,282083585.0,cms-20170930.xml,CMS US,CMS ENERGY CORP,BBB+,12544172032.0,6706999936.0,US,Electric-Integrated,0,6583,2219,-75,460,4.356620507,2.219140083,-14.33447099,2.875449289,-2.692830291,7.353652637,8.348134991,7.956128324,21331,2759,5.30861244,,1705,182,3285000000,3.857466063,438,1338,4.961882824,-1780,0.519025875,1.480396575,3.892694064,5.30861244,3.054794521,0.203250798,0.154001219,0.957865169
0000105634-17-000186,EMCOR GROUP INC,1731.0,US,NORWALK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,58813795.0,eme-20170930.xml,EME US,EMCOR GROUP INC,BBB-,4453711360.0,7695654912.0,US,Building&Construct-Misc,4.43274417,7686.999,419.063,331.45,227.196,-0.034176439,-1.417029656,14.83466266,1.794008733,6.25378886,7.937215226,27.90980266,10.60446903,2505.975,214.188,36.58021997,1.271563616,366.134,467.43,,28.67141738,12.77,330.554,11.84252556,-34.684,#VALUE!,#VALUE!,28.67141738,36.58021997,25.88519969,0.043001697,#VALUE!,10.55627955
0001031296-17-000056,FIRSTENERGY CORP,4911.0,US,AKRON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,444858003.0,fe-20170930.xml,FE US,FIRSTENERGY CORP,BBB-,16057536512.0,13440999680.0,US,Electric-Integrated,0,14017,1872,967,-1724,-0.78978447,,91.11111111,-3.742617772,-2.327810894,,-71.71964543,-0.649454805,36639,-1693,1.801732435,11.97304075,3808,589,6550000000,3.029435163,1099,172,,-2841,0.581374046,3.498931624,3.464968153,1.801732435,0.156505914,0.012270814,0.178771255,1.340373108
0001564590-17-020100,FTI CONSULTING INC,8742.0,US,WASHINGTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,37956648.0,fcn-20170930.xml,FCN US,FTI CONSULTING INC,BB+,2271432448.0,1859162016.0,US,Consulting Services,30.15104009,1807.732,150.451,115.621,107.962,4.070020314,10.86673193,91.60983347,-0.147039816,0.971728828,-21.2965966,-2.560417047,-0.475377076,1008.288,-56.982,6.461284088,-34.04588571,147.625,189.961,445000000,5.821634198,25.358,108.711,8.196174652,-32.004,0.331741573,2.957773627,5.821634198,6.461284088,4.287049452,0.06013668,0.441342156,4.612704662
